Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Hotel_number_reviews,Reviewer_number_reviews,Review_Score,Review,Review_Type
Arlandaweg Arlandaweg 10 Westpoort 1043 EW Amsterdam Netherlands,7/4/2017,8.6,Urban Lodge Hotel, United Kingdom ,5018,1,5.4, Bunkbeds for the kids were a little dangerous they were a sofa that converted in to bunkbeds and there was a huge gap on the wall side which my son fell into Restaurant had poor choices for kids too Needs more variety Very expensive and kids portions were far too big ,Bad_review
Via Via Spallanzani 40 Central Station 20129 Milan Italy,6/1/2017,8.1,Starhotels Ritz, Germany ,4248,3,2.9, The breakfast it s Not that I SAW in Booking com the Coffe Cappuccino was cool the room smell a cigarret the Bed like a Mountainbike with two holes terrible ,Bad_review
Via Via Fabio Filzi 25 B Central Station 20124 Milan Italy,11/10/2016,8.6,UNA Hotel Century, Singapore ,2351,5,6.7, Service was mediocre Staff were not personable Weird knocking noises in our room forced us to request to change rooms at 4am with little sympathy and assistance from staff  Great location 5 minutes from Central station Lovely well designed and spacious rooms extremely comfortable bed ,Bad_review
225 225 Edgware Road Westminster Borough London W2 1JU UK,7/27/2016,7.5,Hilton London Metropole, Indonesia ,6977,20,6.7, Location was a bit off 2 double beds perfect for family with 2 young children,Bad_review
Great Great Cumberland Place Westminster Borough London W1H 7DL UK,5/1/2016,7.5,The Cumberland A Guoman Hotel, United Kingdom ,5180,2,6.3, The rooms v old,Bad_review
Fulham Fulham Road Stamford Bridge Hammersmith and Fulham London SW6 1HS UK,1/4/2016,8.2,Millennium Copthorne Hotels at Chelsea Football Club, United Kingdom ,1842,37,5.4, I booked the room for friends and prepaid with an additional 30 GBPdeposit per person that was supposed to payfor extras such as breakfast When they asked for breakfast the answer was that nothing had been prepaid  The location,Bad_review
1 1 3 Queens Garden Westminster Borough London W2 3BA UK,8/3/2016,7.7,The Park Grand London Paddington, United Kingdom ,4380,1,4.2, The staff in room service over the phone were rude the bathroom was a wet room which flooded everytime you had a shower as the plug was blocked the room was very small just big enough for a double bed ,Bad_review
55 55 61 Westbourne Terrace Westminster Borough London W2 3UY UK,5/17/2016,7.3,Shaftesbury Premier London Paddington, Mexico ,3609,16,6.7, Mine was meant to be a deluxe room I can say that after more than 30 years of continuous travelling in hotels of 2 or 3 stars I had never been in a room so ridiculously small Not even in Tokyo which is famous for that And moreover they did not even bother to put a hook for the towel in the room nor a small tray for the teeth brush And in the room there was no space for my small suitcase not even in the floor So if I wanted to go to the toilet I had to move it away and block the door of the guard robe and so on It was extremely uncomfortable for that reason  Location is very good and the staff is nice and helpful Bed and so on were of a good quality,Bad_review
Bond Bond Street Mayfair Westminster Borough London W1S 2YF UK,8/27/2015,8.2,The Westbury A Luxury Collection Hotel Mayfair London, Kenya ,715,12,5.0, Having stayed at this property many times it is astonishing that not once have I found a friendly affable member of staff Surly doormen self important front desk clerks and generally very unfriendly It is obvious they are used to dealing with a certain type of clientele and their attitude is arrogant and unhelpful There are plenty of hotels to opt for and we are grateful not to be obliged to stay at Westbury  Location is very central ,Bad_review
Via Via G B Pirelli 7 Central Station 20124 Milan Italy,10/4/2016,8.2,Hotel Auriga, Australia ,1299,6,4.2, staff is cold faced Not helpful  location,Bad_review
Bryanston Bryanston Street Marble Arch Westminster Borough London W1H 7EH UK,7/31/2016,8.5,Amba Hotel Marble Arch, Saudi Arabia ,3980,3,5.4, False fire alarm twice with no assistance or explanation Very poorly managed Going up to reception with no escalator Poor staff interaction at reception coffee area Location,Bad_review
335 335 337 Old Street Hackney London EC1V 9LL UK,11/21/2016,8.9,Courthouse Hotel Shoreditch, United Kingdom ,477,1,6.7, we ordered 1 breakfast from the menu this took over half an hour so we gave up in the end the tv had no volume and maintenance were not available sat nite  the hotel is lovely with some original features,Bad_review
Cardenal Cardenal Reig 11 Les Corts 08028 Barcelona Spain,9/26/2015,7.7,Senator Barcelona Spa Hotel, Ireland ,3097,3,4.6, Location Also very boring Nothing to do in the evening Had 12 yr old with us and he wasn t allowed to use pool after 13 30 Staff were friendly ,Bad_review
Silvio Silvio Pellico 4 Milan City Center 20121 Milan Italy,3/26/2016,9.3,Room Mate Giulia, United Arab Emirates ,2011,10,4.2, House keeping is poor Bathroom very limited And not comfortable Shore not good Room cupboard not comfortable Only location,Bad_review
30 30 Leinster Gardens Bayswater Westminster Borough London W2 3AN UK,5/22/2017,8.5,Blakemore Hyde Park, United States of America ,6596,4,6.7, Very poor TV You should upgrade your service provider Your rates aren t cheap your facility shouldn t be ,Bad_review
Great Great Cumberland Place Westminster Borough London W1H 7DL UK,11/29/2016,7.5,The Cumberland A Guoman Hotel, Saudi Arabia ,5180,17,5.8, the room was standard but its very small and there is no reception at all,Bad_review
14 14 15 Langham Place Westminster Borough London W1B 2QS UK,6/22/2016,7.5,Saint Georges Hotel, United Kingdom ,2092,1,6.3, My room was next to the motor room for the lift so it was quite noisy  Location was very useful for me,Bad_review
Parkring Parkring 12 01 Innere Stadt 1010 Vienna Austria,2/21/2016,9.0,Hotel Am Parkring, Canada ,2304,4,6.3, Cost Service was good,Bad_review
7 7 Pepys Street City of London London EC3N 4AF UK,7/3/2017,8.7,DoubleTree by Hilton Hotel London Tower of London, Colombia ,7491,1,6.3, In my booking the breakfast was included when I arrive to have breakfast they told me it was not included then I have to pay for it I have to send the email confirmation to them they had to check and then they allow me I told them if the can give room service fue to the inconvenience they told me yes but I have to pay extra money for it ,Bad_review
Empire Empire Way Wembley Brent London HA9 8DS UK,8/7/2016,8.3,Holiday Inn London Wembley, United Kingdom ,3469,1,6.3, To find out after we got there that we had to pay 10 per night for parking Lot of noise coming from building site opposite and a noise at night Nowhere to put toiletries such as shampoo and shower gel in the shower other than on the floor  Room was clean sufficient size and powerful shower Nice bar staff in the bar particularly on the Wednesday night ,Bad_review
Via Via Gaetano Airaghi 125 20153 Milan Italy,9/9/2016,6.9,Idea Hotel Milano San Siro, Ireland ,5742,2,5.8, The waiter was so rude  the bed is comfy the receptionists are nice ,Bad_review
92 92 rue de Vaugirard 6th arr 75006 Paris France,11/7/2016,8.1,Holiday Inn Paris Saint Germain des Pr s, Czech Republic ,1407,12,5.4, The first night Thursday 3rd November we had poor service from the night staff very unprofessional Resolved this situation the next day Croissants Liked the manager on Friday morning 4th November He helped us sort out our room issue gave us an upgrade and free drinks,Bad_review
Prinsengracht Prinsengracht 444 Amsterdam City Center 1017 KE Amsterdam Netherlands,10/4/2015,8.4,Dikker en Thijs Fenice Hotel, Saudi Arabia ,1971,6,4.2, Old Building even there is an elevator but i have to use the steps to reach my room  It has a nice view to the canal ,Bad_review
Linnaeusstraat Linnaeusstraat 89 Oost 1093 EK Amsterdam Netherlands,6/21/2016,8.3,Hampshire Hotel The Manor Amsterdam, Belarus ,1939,10,4.6, Value for money is low Location is great,Bad_review
10 10 Godliman Street City of London London EC4V 5AJ UK,6/30/2016,8.5,Grange St Paul s Hotel, Croatia ,2635,14,5.0, Really bad hotel Nothing works properly very dirty and disorganised staff Constant flow of small problems Also very kitschy and bad taste from restaurants to elevators ,Bad_review
Wiedner Wiedner Hauptstra e 44 04 Wieden 1040 Vienna Austria,4/1/2016,8.0,Suite Hotel 900 m zur Oper, Estonia ,3461,8,5.8, The streetnoise was so loud trams cars that even with windows closed it was difficult to sleep Aircon not working  Friendly and helpful staff Ok wifi connection ,Bad_review
41 41 54 Buckingham Gate Westminster Borough London SW1E 6AF UK,7/2/2017,8.7,St James Court A Taj Hotel London, United Kingdom ,5394,1,6.3, We we re kept waiting to check in to the room even thou we arrived 4pm 2hrs after the indicated check in time We were woken up at 7am by a staff member who had got the wrong room for luggage collection The issues were raised but other than apologies nothing further was done  The location cost of the room was good ,Bad_review
Via Via Augusta 5 08006 Barcelona Spain,6/27/2017,8.3,Hotel Balmoral, United Kingdom ,1023,2,6.3, The airconditioning in the room was very bad Also the breakfast buffet had very very limited options even more so for my wife who is a vegetarian So we didn t go for the breakfast  The location is key to this property Could just jump on the bus right in front of the hotel and it will take you to almost all of the key attractions ,Bad_review
17 17 25 Sloane Street Knightsbridge Kensington and Chelsea London SW1X 9NU UK,5/9/2017,7.5,Millennium Hotel London Knightsbridge, Lebanon ,2746,5,4.2, My Card was basically charged almost 240 of what I was initially supposed to pay They basically charged my card twice and told me they are sorry and there is nothing they can do about it I would just have to wait for the bank to release one of the payments I ended up not having money on me the last 2 days of the trip Thank you for ruining my vacation ,Bad_review
17 17 Rue Du Cotentin 15th arr 75015 Paris France,7/26/2016,8.1,Novotel Paris Centre Gare Montparnasse, United Arab Emirates ,1363,8,2.5, The hotel is old and room is too small and on top of this the AC is not working in all the hotel as when we ask for a fan they told no more as all the fans given to other rooms Brecfast is very poor and not enough for all guests The night duty manager is careless to all guests and keep on telling for any thing this is not my business you should see my colleague The refrigerator also in all rooms not working you have to go to the par to get cold drink even water In all on all very bad experience not advisable to any one  I did not like any thing,Bad_review
